step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
46,460,0.920000,0.368800,0.417483,0.873640,0.157371,-0.194793,0.417184,-0.469401,-0.112603,-0.875776,9.788252,-0.885613,1.451171,1.044207,3.049381,-0.000005,-0.045278,-0.022144,-0.002374,0.162793,0.261052,5.7067,9.0287,22.3541,31.1229,
47,470,0.940000,0.376800,0.414830,0.861288,0.166381,-0.203545,0.434821,-0.492888,-0.109975,-0.863115,9.879482,-0.877612,1.314137,1.089954,3.177687,-0.000050,-0.045265,-0.020171,-0.002241,0.128534,0.272488,4.8886,9.1839,23.3297,31.3384,
48,480,0.960000,0.384800,0.411617,0.847958,0.175951,-0.213371,0.452196,-0.518327,-0.105928,-0.848597,9.903348,-0.875008,1.190564,1.130057,3.231958,-0.000093,-0.045246,-0.018148,-0.002189,0.097641,0.282514,3.8621,9.5259,24.2287,31.8663,
49,490,0.980000,0.392800,0.407488,0.833209,0.186378,-0.224686,0.469619,-0.546489,-0.100239,-0.831446,9.862951,-0.875015,1.147667,1.142990,3.255172,-0.000137,-0.045159,-0.016173,-0.002198,0.086917,0.285748,2.9366,9.8242,24.5772,32.5617,
50,500,1.000000,0.400800,0.402257,0.816926,0.197728,-0.237652,0.486885,-0.577587,-0.092525,-0.811069,9.822389,-0.876866,1.216252,1.123009,3.253787,-0.000188,-0.045083,-0.014202,-0.002806,0.104063,0.280752,2.6174,9.9200,24.6924,32.8277,
51,510,1.020000,0.408800,0.395790,0.799119,0.210061,-0.252153,0.503689,-0.611156,-0.082820,-0.787165,9.817131,-0.884222,1.356556,1.070702,3.243134,-0.000250,-0.045029,-0.012249,-0.003243,0.139139,0.267675,3.1342,9.7704,24.6255,32.1303,
52,520,1.040000,0.416800,0.388069,0.780093,0.223035,-0.267934,0.519540,-0.646247,-0.070887,-0.759829,9.878188,-0.890274,1.536667,1.003708,3.259392,-0.000345,-0.045177,-0.009923,-0.009576,0.184167,0.250927,4.1989,9.4502,24.3374,30.2251,
53,530,1.060000,0.424800,0.379219,0.760107,0.236151,-0.284723,0.534232,-0.681646,-0.056414,-0.729504,9.965826,-0.888124,1.699701,0.941417,3.310595,-0.000605,-0.046520,-0.005342,-0.013424,0.224925,0.235354,5.5633,9.0242,24.2970,27.2827,
54,540,1.080000,0.432800,0.369418,0.739374,0.248915,-0.302258,0.547729,-0.716277,-0.038907,-0.696730,10.057048,-0.883208,1.805650,0.901905,3.396096,-0.000865,-0.047644,-0.002133,-0.012673,0.251413,0.225476,6.7927,8.5618,24.6976,24.6976,
55,550,1.100000,0.440800,0.358838,0.717796,0.261051,-0.320310,0.560378,-0.749240,-0.018061,-0.662053,10.123565,-0.871192,1.872497,0.898465,3.522636,-0.001107,-0.048432,-0.000112,-0.011766,0.268124,0.224616,7.5932,8.2672,25.3559,25.3559,
56,560,1.120000,0.448800,0.349942,0.696988,0.271953,-0.340713,0.569355,-0.781431,0.006275,-0.623961,10.219451,-0.861070,1.781407,0.922373,3.678889,-0.001389,-0.049454,0.001309,-0.014722,0.245352,0.230593,8.1075,8.2990,26.2912,26.2912,
57,570,1.140000,0.456800,0.342119,0.677522,0.281665,-0.362919,0.574385,-0.812397,0.032615,-0.582191,10.223642,-0.850735,1.517462,0.980283,3.807943,-0.001648,-0.050170,0.002208,-0.011525,0.179366,0.245071,7.4273,8.4606,27.4729,27.4729,
58,580,1.160000,0.464800,0.333166,0.658712,0.291129,-0.384949,0.577197,-0.840564,0.058271,-0.538569,10.071527,-0.846375,1.250699,1.090667,3.822635,-0.001849,-0.050437,0.002741,-0.008997,0.112675,0.272667,5.4499,8.8727,28.4472,28.4472,
59,590,1.180000,0.472800,0.324190,0.638676,0.297943,-0.407349,0.580852,-0.864471,0.088988,-0.494744,9.758138,-0.821725,1.219966,1.210805,3.718717,-0.001810,-0.050405,0.003079,0.009794,0.104991,0.302701,3.4198,9.6850,28.5545,28.5545,
60,600,1.200000,0.480800,0.316634,0.617789,0.300928,-0.429708,0.585773,-0.881991,0.127568,-0.453672,9.419878,-0.791895,1.439875,1.296911,3.474350,-0.001602,-0.050331,0.003337,0.009658,0.159969,0.324228,3.1833,10.5872,27.7735,27.7735,
61,610,1.220000,0.488800,0.308814,0.596316,0.302818,-0.452231,0.590081,-0.895550,0.168403,-0.411862,9.169794,-0.764328,1.794504,1.299255,3.247284,-0.001432,-0.050276,0.003482,0.007772,0.248626,0.324814,4.8304,11.2304,25.9459,25.9459,
62,620,1.240000,0.496800,0.299793,0.573903,0.304469,-0.475183,0.593409,-0.905933,0.210221,-0.367549,9.019383,-0.740636,2.124302,1.173891,3.134083,-0.001285,-0.050227,0.003505,0.007170,0.331075,0.293473,7.4866,11.2475,24.2505,24.2505,
63,630,1.260000,0.504800,0.288745,0.550231,0.305611,-0.499204,0.595519,-0.912879,0.253735,-0.319798,8.944958,-0.695425,2.366251,0.983721,3.230659,-0.001130,-0.050178,0.003463,0.008476,0.391563,0.245930,9.9534,10.3042,23.4056,23.4056,
64,640,1.280000,0.512800,0.274991,0.524503,0.305868,-0.524496,0.596862,-0.915367,0.300391,-0.268082,8.871729,-0.647373,2.447717,0.837949,3.393835,-0.000955,-0.050148,0.003430,0.009048,0.411929,0.209487,11.7620,8.8801,24.1285,24.1285,
65,650,1.300000,0.520800,0.259089,0.496425,0.305143,-0.552217,0.596244,-0.912591,0.350555,-0.210450,8.815235,-0.612901,2.363999,0.826489,3.551117,-0.000777,-0.050257,0.003479,0.007668,0.391000,0.206622,12.3697,7.8166,25.3404,25.3404,
66,660,1.320000,0.528800,0.242207,0.467297,0.304246,-0.583855,0.590069,-0.905728,0.399890,-0.140515,8.742478,-0.584323,2.207041,0.961114,3.643939,-0.000642,-0.050549,0.003630,0.006425,0.351760,0.240279,11.7396,7.7276,26.5159,29.4865,
67,670,1.340000,0.536800,0.222323,0.437391,0.302403,-0.616432,0.580736,-0.892215,0.446922,-0.064914,8.629494,-0.576077,2.077689,1.182511,3.594605,-0.000523,-0.050608,0.003721,0.005691,0.319422,0.295628,10.5600,8.7243,27.2132,33.6006,
68,680,1.360000,0.544800,0.199997,0.408436,0.299621,-0.647339,0.569526,-0.871440,0.490352,0.012140,8.533060,-0.607171,2.020349,1.363296,3.406664,-0.000416,-0.050529,0.003770,0.004941,0.305087,0.340824,9.5877,10.3677,26.8367,34.8409,
69,690,1.380000,0.552800,0.194394,0.407234,0.305421,-0.652667,0.561163,-0.873109,0.486051,0.037874,8.720666,-0.797987,1.797456,1.409687,2.986975,-0.000315,-0.050078,0.003954,0.004914,0.249364,0.352422,9.1547,11.6980,25.4267,31.0879,
70,700,1.400000,0.560800,0.197177,0.413604,0.314172,-0.649941,0.554801,-0.885217,0.463290,0.041868,9.172050,-0.989828,1.594428,1.215511,2.639799,-0.000176,-0.049850,0.003801,0.007969,0.198607,0.303878,7.4742,12.0626,22.3083,22.3083,
