step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
60,600,1.200000,0.400667,0.239775,0.836619,0.021814,0.542203,-0.074898,0.907302,0.045133,-0.418050,3.182839,0.289832,1.363983,0.916705,1.313172,0.000179,-0.040808,-0.000237,-0.000229,0.140996,0.229176,3.1470,8.9062,9.2514,22.5982,
61,610,1.220000,0.407333,0.212421,0.815472,0.024027,0.574245,-0.068336,0.937058,0.040150,-0.346857,3.094047,0.298243,1.496982,0.796459,1.412053,0.000180,-0.040798,-0.000152,0.001516,0.174246,0.199115,4.2222,8.0970,9.8391,22.6005,
62,620,1.240000,0.414000,0.181876,0.791843,0.027733,0.607170,-0.059665,0.962663,0.029675,-0.269072,2.961110,0.309070,1.626111,0.661073,1.532286,0.000211,-0.040791,0.000024,0.000595,0.206528,0.165268,5.2201,7.1969,10.5834,22.3253,
63,630,1.260000,0.420667,0.147956,0.765851,0.032393,0.640296,-0.049438,0.982344,0.015314,-0.186454,2.839704,0.321010,1.752018,0.533357,1.668124,0.000245,-0.040791,0.000203,0.001340,0.238005,0.133339,6.1865,6.1801,11.4760,22.0000,
64,640,1.280000,0.427333,0.111535,0.737259,0.037694,0.673450,-0.038652,0.995013,-0.002200,-0.099721,2.825660,0.331329,1.861859,0.393721,1.811914,0.000277,-0.040787,0.000379,0.002315,0.265465,0.098430,7.1284,5.2224,12.4869,22.0000,
65,650,1.300000,0.434000,0.107628,0.708530,0.039365,0.703712,-0.034999,0.999917,-0.006659,-0.011062,2.784611,0.309035,1.751189,0.364617,1.881094,-0.000461,-0.040825,0.000540,-0.010511,0.237797,0.091154,7.9935,4.1790,13.5446,22.0000,
66,660,1.320000,0.440667,0.116568,0.699979,0.038809,0.712243,-0.035117,0.999860,-0.004524,0.016098,2.699676,0.267526,1.472311,0.480310,1.854650,-0.000331,-0.040803,0.000958,0.011806,0.168078,0.120077,7.1261,3.9551,14.0514,22.0000,
67,670,1.340000,0.447333,0.125035,0.695762,0.038378,0.716364,-0.035565,0.999596,-0.002606,0.028295,2.560615,0.231536,1.131498,0.641408,1.821743,-0.000121,-0.040751,0.001220,0.009004,0.082875,0.160352,5.0325,4.8210,13.8603,22.0000,
68,680,1.360000,0.454000,0.130880,0.692680,0.038245,0.719340,-0.035800,0.999308,-0.001534,0.037152,2.404734,0.203503,0.809668,0.789686,1.752260,0.000010,-0.040688,0.001307,0.005149,0.002417,0.197421,2.4782,6.0266,13.6199,22.0000,
69,690,1.380000,0.460667,0.133892,0.691219,0.038246,0.720736,-0.035973,0.999131,-0.001037,0.041670,2.280711,0.184853,0.590250,0.850121,1.644353,0.000079,-0.040634,0.001351,0.002501,-0.052438,0.212530,0.0664,7.1384,13.0986,22.0000,
70,700,1.400000,0.467333,0.134184,0.691890,0.038222,0.720082,-0.036182,0.999183,-0.000762,0.040413,2.444859,0.175270,0.604159,0.841475,1.504355,0.000110,-0.040588,0.001398,0.000986,-0.048960,0.210369,-1.5779,7.5904,12.2871,22.0000,
71,710,1.420000,0.474000,0.131880,0.694789,0.038136,0.717280,-0.036364,0.999456,-0.000820,0.032983,2.687176,0.177614,0.808535,0.814212,1.365514,0.000117,-0.040561,0.001448,0.000211,0.002134,0.203553,-1.4726,7.5264,11.2351,22.0000,
72,720,1.440000,0.480667,0.127121,0.700093,0.037947,0.712101,-0.036637,0.999822,-0.000950,0.018861,2.933634,0.188412,1.006995,0.774360,1.262014,0.000113,-0.040555,0.001502,-0.000181,0.051749,0.193590,0.0609,7.3239,10.1922,22.0000,
73,730,1.460000,0.487333,0.120111,0.707696,0.037689,0.704540,-0.036991,0.999997,-0.001208,-0.002108,3.207292,0.205025,1.129176,0.745633,1.178999,0.000104,-0.040565,0.001560,-0.000457,0.082294,0.186408,1.5500,7.0257,9.4138,22.0000,
74,740,1.480000,0.494000,0.118123,0.714853,0.037340,0.697277,-0.037366,0.999737,-0.001277,-0.022880,3.539774,0.228674,1.054617,0.727649,1.151592,-0.000092,-0.040594,0.001436,-0.009839,0.063654,0.181912,2.4863,6.8128,8.8124,22.0000,
