step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
71,710,1.420000,0.568800,0.379295,0.942313,0.081814,0.312597,-0.087385,0.602277,-0.099233,-0.792096,7.479010,0.478536,-0.142911,0.206182,-2.332020,-0.632203,0.377077,-0.385144,0.236280,-0.235728,0.051545,9.2781,-10.3053,-4.7892,19.6303,
72,720,1.440000,0.576800,0.381052,0.941380,0.082784,0.316566,-0.082073,0.609279,-0.103513,-0.786170,7.647117,0.434669,-0.117313,0.496685,-2.375019,-0.618810,0.366999,-0.392109,0.991242,-0.229328,0.124171,10.0056,-8.8695,-5.0382,18.4422,
73,730,1.460000,0.584800,0.382787,0.941106,0.083861,0.318007,-0.078481,0.611521,-0.107602,-0.783878,7.735107,0.369188,-0.401850,0.712522,-2.251004,-0.595785,0.360990,-0.405981,1.260281,-0.300463,0.178130,9.1033,-6.7762,-4.5014,19.1854,
74,740,1.480000,0.592800,0.384394,0.939775,0.085042,0.321556,-0.078692,0.616890,-0.109227,-0.779433,7.669065,0.311056,-0.874424,0.810296,-1.977644,-0.573195,0.358210,-0.418868,1.001859,-0.418606,0.202574,6.6792,-5.2768,-3.4558,18.7556,
75,750,1.500000,0.600800,0.385648,0.936531,0.086614,0.329742,-0.081721,0.630061,-0.108460,-0.768934,7.458082,0.284499,-1.276883,0.792440,-1.744359,-0.559217,0.355612,-0.424692,0.459004,-0.519221,0.198110,3.5298,-4.3360,-1.8861,20.8953,
76,760,1.520000,0.608800,0.386463,0.931381,0.088028,0.342703,-0.085651,0.651040,-0.105627,-0.751658,7.250865,0.291517,-1.444002,0.610078,-1.698040,-0.556900,0.352940,-0.424898,-0.136282,-0.561000,0.152519,1.3348,-4.4647,-0.4155,23.3262,
77,770,1.540000,0.616800,0.386853,0.924970,0.089122,0.358778,-0.088131,0.676727,-0.101980,-0.729137,7.143476,0.324872,-1.366483,0.356389,-1.803445,-0.564165,0.350011,-0.422259,-0.528479,-0.541621,0.089097,0.8876,-5.6825,-0.3174,25.3456,
78,780,1.560000,0.624800,0.386874,0.918049,0.090042,0.375985,-0.087830,0.703502,-0.099472,-0.703697,7.164398,0.369752,-1.163211,0.149930,-1.934395,-0.576622,0.345783,-0.419776,-0.679244,-0.490803,0.037482,2.0689,-7.3534,-1.0837,26.4473,
79,790,1.580000,0.632800,0.386639,0.911041,0.090292,0.393097,-0.085592,0.729234,-0.097451,-0.677290,7.149737,0.412203,-0.932531,0.027507,-2.028784,-0.589411,0.341802,-0.418348,-0.604755,-0.433133,0.006877,3.8654,-8.8914,-2.0278,26.5065,
80,800,1.600000,0.640800,0.386159,0.904368,0.089664,0.409045,-0.082228,0.752440,-0.095156,-0.651752,7.198724,0.442668,-0.741237,-0.019966,-2.097526,-0.598433,0.339776,-0.417923,-0.325516,-0.385309,-0.004991,5.4473,-9.9028,-2.6898,25.7853,
