step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
68,680,1.360000,0.544800,0.128297,0.695764,0.037240,0.716469,-0.034601,0.999574,-0.002356,0.029097,3.316912,0.302643,0.819282,0.499624,1.987418,-0.000116,-0.040305,0.002151,0.004673,0.004820,0.124906,2.7636,4.0957,15.4398,22.0000,
69,690,1.380000,0.552800,0.130427,0.695384,0.036968,0.716839,-0.034881,0.999532,-0.001483,0.030542,3.867207,0.298285,0.511230,0.611430,1.877293,-0.000061,-0.040318,0.002607,0.001767,-0.072192,0.152858,0.1438,4.9599,14.7941,22.0000,
70,700,1.400000,0.560800,0.129994,0.696710,0.036923,0.715545,-0.035035,0.999626,-0.001304,0.027303,4.681523,0.304794,0.298184,0.704297,1.779124,-0.000056,-0.040397,0.003023,-0.000394,-0.125454,0.176074,-2.1635,5.8047,13.9613,22.0000,
71,710,1.420000,0.568800,0.127268,0.699980,0.036811,0.712346,-0.035169,0.999823,-0.001407,0.018753,5.450100,0.332514,0.178975,0.802366,1.685703,-0.000082,-0.040484,0.003261,-0.001618,-0.155256,0.200591,-3.7587,6.5023,13.2366,22.0000,
72,720,1.440000,0.576800,0.122344,0.705258,0.036697,0.707121,-0.035273,0.999988,-0.001969,0.004465,6.176186,0.384898,0.194286,0.901563,1.545235,-0.000129,-0.040530,0.003233,-0.002387,-0.151428,0.225391,-4.6502,7.2362,12.5548,22.0000,
73,730,1.460000,0.584800,0.119086,0.710991,0.036308,0.701361,-0.035585,0.999925,-0.001709,-0.012127,6.787590,0.456120,0.192627,1.004887,1.392098,-0.000285,-0.040574,0.003010,-0.011437,-0.151843,0.251222,-4.5171,7.9834,11.5200,22.0000,
74,740,1.480000,0.592800,0.119116,0.715810,0.036120,0.696443,-0.035770,0.999661,-0.001866,-0.025981,7.270018,0.531950,0.157924,1.089399,1.250366,-0.000466,-0.040629,0.002689,-0.006848,-0.160519,0.272350,-4.5310,8.7591,10.3847,22.0000,
75,750,1.500000,0.600800,0.119285,0.720599,0.035918,0.691487,-0.035948,0.999209,-0.002037,-0.039717,7.620280,0.601431,0.116544,1.142205,1.131258,-0.000565,-0.040666,0.002341,-0.003669,-0.170864,0.285551,-4.7931,9.3927,9.3337,22.0000,
76,760,1.520000,0.608800,0.119193,0.725487,0.035688,0.686361,-0.036109,0.998547,-0.002186,-0.053835,7.984546,0.655593,0.099302,1.166528,1.030114,-0.000614,-0.040693,0.001974,-0.001537,-0.175175,0.291632,-5.1052,9.7885,8.4529,22.0000,
77,770,1.540000,0.616800,0.118811,0.730424,0.035573,0.681100,-0.036305,0.997665,-0.002480,-0.068248,8.385515,0.696759,0.107109,1.162205,0.954496,-0.000628,-0.040724,0.001593,-0.000133,-0.173223,0.290551,-5.2362,9.9729,7.7065,22.0000,
