step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
78,780,1.560000,0.624800,0.195205,0.484779,0.270369,-0.686853,0.469172,-0.918281,0.385809,0.088949,6.088152,-0.010044,1.593511,0.651329,1.848863,-0.003530,-0.051140,0.001631,0.000705,0.198378,0.162832,2.8460,5.1640,14.3417,36.0000,
79,790,1.580000,0.632800,0.197245,0.488994,0.280499,-0.687101,0.458364,-0.928407,0.357810,0.100165,6.566683,-0.168558,2.072569,0.627617,1.807710,-0.003462,-0.050871,0.001625,0.005117,0.318142,0.156904,6.0475,6.3899,13.8202,36.0000,
80,800,1.600000,0.640800,0.200347,0.490986,0.284499,-0.690626,0.448362,-0.933043,0.341098,0.114384,7.107765,-0.315670,2.522304,0.473289,1.781785,-0.003319,-0.050602,0.001575,0.007499,0.430576,0.118322,9.6326,6.2071,13.5181,33.1187,
81,810,1.620000,0.648800,0.203861,0.493990,0.282997,-0.695022,0.439125,-0.934948,0.331815,0.125585,7.523850,-0.404818,2.939093,0.396462,1.721490,-0.003140,-0.050397,0.001542,0.008655,0.534773,0.099116,12.9985,5.0494,13.3188,29.7241,
82,820,1.640000,0.656800,0.207675,0.501407,0.278289,-0.697049,0.430428,-0.938089,0.322342,0.126830,7.937240,-0.452430,3.088879,0.345725,1.616283,-0.002956,-0.050291,0.001575,0.008621,0.572220,0.086431,16.1189,4.4787,12.8584,30.5558,
83,830,1.660000,0.664800,0.211167,0.510022,0.275086,-0.698226,0.420340,-0.942953,0.307915,0.126598,8.074304,-0.463783,3.073275,0.285320,1.647522,-0.002806,-0.050330,0.001617,0.006447,0.568319,0.071330,17.2411,4.1043,12.0732,32.4953,
84,840,1.680000,0.672800,0.210559,0.520744,0.272000,-0.697864,0.409668,-0.948887,0.290962,0.122293,8.018455,-0.452046,2.909759,0.281399,1.713924,-0.002728,-0.050361,0.001572,0.000705,0.527440,0.070350,17.1303,3.6507,12.3264,32.0324,
85,850,1.700000,0.680800,0.206503,0.531900,0.272883,-0.696806,0.396332,-0.956776,0.264819,0.120207,7.842888,-0.435063,2.575459,0.374205,1.827788,-0.002737,-0.050261,0.001419,-0.000657,0.443865,0.093551,15.9063,3.5798,12.8252,29.7401,
86,860,1.720000,0.688800,0.199596,0.544091,0.276662,-0.693889,0.382023,-0.965599,0.232570,0.116319,7.543427,-0.423047,1.996282,0.577279,1.911749,-0.002742,-0.049436,0.001144,0.000492,0.299070,0.144320,13.3975,4.2233,13.6984,25.3633,
87,870,1.740000,0.696800,0.189938,0.556673,0.282923,-0.690123,0.365787,-0.974471,0.194015,0.112979,7.286620,-0.408456,1.293871,0.860637,2.032611,-0.002711,-0.048670,0.000877,0.002187,0.123468,0.215159,9.0502,5.7406,14.3281,22.0000,
88,880,1.760000,0.704800,0.180164,0.567723,0.292868,-0.686802,0.346729,-0.982326,0.148657,0.113736,7.384356,-0.388761,0.506021,1.163628,2.257949,-0.002650,-0.048056,0.000761,0.003249,-0.073495,0.290907,3.7787,7.8454,15.2236,24.6351,
89,890,1.780000,0.712800,0.174805,0.573115,0.307750,-0.686701,0.324454,-0.986576,0.098062,0.130582,7.134385,-0.368310,-0.375651,1.344049,2.546689,-0.002370,-0.047151,0.000618,0.018034,-0.293913,0.336012,-2.1608,10.0724,16.9323,24.0072,
90,900,1.800000,0.720800,0.172013,0.578217,0.325962,-0.684496,0.301460,-0.988124,0.041713,0.147891,6.572017,-0.380659,-1.007587,1.373927,2.580934,-0.001929,-0.046294,0.000385,0.023032,-0.451897,0.343482,-8.7941,11.4105,19.1073,22.8863,
91,910,1.820000,0.728800,0.169538,0.583076,0.343844,-0.680863,0.279675,-0.986441,-0.016399,0.163297,5.940197,-0.402627,-1.326633,1.173004,2.359190,-0.001454,-0.045590,0.000051,0.021443,-0.531658,0.293251,-13.5454,11.6248,19.3919,28.0148,
92,920,1.840000,0.736800,0.169608,0.589954,0.347181,-0.675253,0.274688,-0.987229,-0.037833,0.154748,5.404189,-0.434558,-1.207951,0.863471,1.962121,-0.001031,-0.044978,-0.000501,0.022214,-0.501988,0.215868,-15.9522,10.1017,17.7455,30.3856,
93,930,1.860000,0.744800,0.167637,0.598477,0.344614,-0.668508,0.275978,-0.990073,-0.043283,0.133721,4.946962,-0.458515,-0.800400,0.535115,1.628560,-0.000591,-0.044392,-0.000918,0.020705,-0.400100,0.133779,-15.0730,7.7647,14.7691,29.4503,
94,940,1.880000,0.752800,0.161847,0.607462,0.340803,-0.661132,0.278834,-0.993019,-0.045144,0.108974,4.584337,-0.452877,-0.400881,0.243288,1.451533,-0.000220,-0.043901,-0.001160,0.017081,-0.300220,0.060822,-12.0220,5.2960,12.2600,33.6101,
95,950,1.900000,0.760800,0.154773,0.610941,0.337124,-0.657796,0.283555,-0.994841,-0.040210,0.093132,4.934864,-0.437331,-0.116854,-0.053377,1.477752,0.000072,-0.043495,-0.001201,0.013032,-0.229213,-0.013344,-9.0283,3.0967,10.9241,36.0000,
96,960,1.920000,0.768800,0.147801,0.610350,0.331211,-0.658194,0.290779,-0.995923,-0.023828,0.087007,5.444183,-0.420903,-0.015631,-0.181774,1.419404,0.000262,-0.043136,-0.001214,0.007577,-0.203908,-0.045444,-6.8956,0.8706,11.1204,36.0000,
