step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
74,740,1.480000,0.376142,0.366412,0.982760,-0.002552,0.116713,0.143370,0.231489,-0.028455,-0.972421,8.417184,-0.718008,-2.040661,-0.667719,-1.246360,-1.004020,-0.255289,-0.321230,2.418565,-0.710165,-0.166930,2.0880,1.8506,-0.0065,12.5122,
75,750,1.500000,0.381218,0.373986,0.981234,-0.004122,0.108465,0.159371,0.216127,-0.026913,-0.975994,8.741778,-0.696412,-1.442082,-0.590126,-0.697879,-0.949304,-0.245809,-0.331983,3.018096,-0.560521,-0.147531,2.6470,1.1474,0.5659,13.7362,
76,760,1.520000,0.386294,0.383855,0.978605,-0.006820,0.095316,0.182211,0.192073,-0.022147,-0.981131,9.032973,-0.695945,-0.692840,-0.629101,0.034381,-0.881763,-0.218707,-0.303663,3.598250,-0.373210,-0.157275,4.2399,-0.1496,1.1606,16.9162,
77,770,1.540000,0.391371,0.395818,0.974411,-0.005084,0.075028,0.211823,0.153157,-0.021766,-0.987962,9.277596,-0.703760,0.013162,-0.864338,0.657279,-0.799816,-0.186508,-0.238473,4.494322,-0.196709,-0.216084,6.0567,-1.3243,2.1902,18.6587,
78,780,1.560000,0.396447,0.409716,0.967869,0.004490,0.046894,0.247003,0.095166,-0.030546,-0.994993,9.486083,-0.721309,0.424039,-0.912033,0.960164,-0.692922,-0.164346,-0.153193,6.007264,-0.093990,-0.228008,5.8755,-2.7516,3.0463,17.0636,
79,790,1.580000,0.401523,0.425244,0.956477,0.020476,0.014771,0.290712,0.023685,-0.045865,-0.998667,9.522453,-0.699600,0.689837,-0.537137,0.805000,-0.561389,-0.153643,-0.066080,6.852764,-0.027541,-0.134284,3.7428,-2.5945,2.9811,13.2016,
80,800,1.600000,0.406599,0.440092,0.938435,0.035867,-0.015231,0.343251,-0.046881,-0.056445,-0.997304,9.396742,-0.664518,0.804593,0.021841,0.516502,-0.422956,-0.144185,0.000744,6.649783,0.001148,0.005460,1.8878,-0.6360,1.8671,12.8931,
81,810,1.620000,0.411675,0.452418,0.914140,0.034260,-0.042519,0.401705,-0.101141,-0.032773,-0.994332,9.219123,-0.657213,0.878094,0.614275,0.276155,-0.299453,-0.105283,0.034122,5.582998,0.019523,0.153569,0.6435,-0.7012,1.3027,11.9628,
82,820,1.640000,0.416751,0.461458,0.883358,0.010806,-0.069675,0.463365,-0.131470,0.037000,-0.990629,9.076730,-0.645308,0.839908,1.455361,0.110180,-0.199508,-0.024412,0.039423,4.388068,0.009977,0.363840,-0.0112,-1.5827,1.0808,11.4551,
83,830,1.660000,0.421827,0.466733,0.845030,-0.029161,-0.099226,0.524622,-0.137642,0.142206,-0.980221,9.395817,-0.638816,0.630974,2.066136,0.163792,-0.123258,0.093310,0.032731,3.258917,-0.042256,0.516534,-0.8913,-1.2522,0.5929,11.9539,
